Mood,Tamil Song,Tamil Movie,Travel Location,Famous Places,Famous Hotels with Price,Food,Book
Calm,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",Tea County (₹7000/night),Pizza,The Alchemist
Calm,Nenjukkul Peidhidum,Thani Oruvan,Goa,"Solang Valley, Rohtang Pass, Hadimba Temple",Span Resort & Spa (₹10000/night),Samosa,Big Magic
Happy,Ullam Urugudhaiya,Azhagiya Tamil Magan,Manali,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Samosa,Big Magic
Calm,Nenjukkul Peidhidum,Thani Oruvan,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Sterling Kodai Lake (₹6000/night),Biryani,Ikigai
Calm,Munbe Vaa,Thani Oruvan,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",Taj Savoy (₹10500/night),Pasta,Big Magic
Happy,Munbe Vaa,Thani Oruvan,Goa,"Hadimba Temple, Solang Valley, Rohtang Pass",Manu Allaya Resort (₹7500/night),Ice Cream,Atomic Habits
Happy,Ullam Urugudhaiya,Minnale,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Wildflower Hall (₹13000/night),Pizza,Ikigai
Romantic,Munbe Vaa,Deiva Thirumagal,Goa,"Doddabetta Peak, Ooty Lake, Botanical Garden",Span Resort & Spa (₹10000/night),Ice Cream,Big Magic
Happy,Munbe Vaa,Azhagiya Tamil Magan,Munnar,"Aguada Fort, Dudhsagar Falls, Baga Beach",Sterling Kodai Lake (₹6000/night),Samosa,Ikigai
Calm,Ullam Urugudhaiya,Thani Oruvan,Manali,"Aguada Fort, Dudhsagar Falls, Baga Beach",The Carlton (₹8000/night),Pasta,Ikigai
Romantic,Ullam Urugudhaiya,Sillunu Oru Kadhal,Kodaikanal,"Kufri, Jakhoo Temple, Mall Road",Taj Exotica (₹12000/night),Samosa,Atomic Habits
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Tea County (₹7000/night),Pasta,Big Magic
Romantic,Ullam Urugudhaiya,Thani Oruvan,Shimla,"Bryant Park, Coaker's Walk, Pillar Rocks",Sterling Kodai Lake (₹6000/night),Biryani,Sapiens
Calm,Munbe Vaa,Minnale,Kodaikanal,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",Taj Exotica (₹12000/night),Biryani,Atomic Habits
Adventurous,Ullam Urugudhaiya,Deiva Thirumagal,Manali,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Big Magic
Adventurous,Munbe Vaa,Vaaranam Aayiram,Manali,"Pillar Rocks, Coaker's Walk, Bryant Park",Tea County (₹7000/night),Samosa,The Alchemist
Adventurous,Munbe Vaa,Thani Oruvan,Goa,"Hadimba Temple, Rohtang Pass, Solang Valley",Savoy Ooty (₹9000/night),Pasta,Ikigai
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Big Magic
Calm,Ullam Urugudhaiya,Minnale,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Savoy Ooty (₹9000/night),Pizza,Sapiens
Romantic,Nenjukkul Peidhidum,Minnale,Manali,"Coaker's Walk, Pillar Rocks, Bryant Park",Tea County (₹7000/night),Ice Cream,The Alchemist
Adventurous,Ullam Urugudhaiya,Sillunu Oru Kadhal,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Taj Savoy (₹10500/night),Pasta,Ikigai
Adventurous,Nenjukkul Peidhidum,Minnale,Manali,"Coaker's Walk, Pillar Rocks, Bryant Park",Taj Exotica (₹12000/night),Samosa,Atomic Habits
Romantic,Ullam Urugudhaiya,Sillunu Oru Kadhal,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Adventurous,Nenjukkul Peidhidum,Deiva Thirumagal,Manali,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Sterling Kodai Lake (₹6000/night),Samosa,Sapiens
Adventurous,Munbe Vaa,Thani Oruvan,Ooty,"Dudhsagar Falls, Aguada Fort, Baga Beach",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,Big Magic
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Munnar,"Ooty Lake, Doddabetta Peak, Botanical Garden",Taj Exotica (₹12000/night),Samosa,Ikigai
Romantic,Ullam Urugudhaiya,Thani Oruvan,Manali,"Kufri, Jakhoo Temple, Mall Road",Manu Allaya Resort (₹7500/night),Pizza,Ikigai
Calm,Munbe Vaa,Vaaranam Aayiram,Goa,"Aguada Fort, Baga Beach, Dudhsagar Falls",Taj Savoy (₹10500/night),Chocolate Ice Cream,Big Magic
Calm,Munbe Vaa,Sillunu Oru Kadhal,Goa,"Baga Beach, Aguada Fort, Dudhsagar Falls",Manu Allaya Resort (₹7500/night),Ice Cream,The Alchemist
Happy,Nenjukkul Peidhidum,Minnale,Goa,"Botanical Garden, Doddabetta Peak, Ooty Lake",Taj Exotica (₹12000/night),Pasta,Big Magic
Adventurous,Ullam Urugudhaiya,Sillunu Oru Kadhal,Shimla,"Solang Valley, Rohtang Pass, Hadimba Temple",Span Resort & Spa (₹10000/night),Pasta,Ikigai
Adventurous,Munbe Vaa,Thani Oruvan,Kodaikanal,"Solang Valley, Rohtang Pass, Hadimba Temple",The Carlton (₹8000/night),Chocolate Ice Cream,Big Magic
Adventurous,Munbe Vaa,Thani Oruvan,Shimla,"Solang Valley, Rohtang Pass, Hadimba Temple",The Leela (₹15000/night),Chocolate Ice Cream,The Alchemist
Adventurous,Munbe Vaa,Thani Oruvan,Munnar,"Bryant Park, Coaker's Walk, Pillar Rocks",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,Atomic Habits
Adventurous,Munbe Vaa,Thani Oruvan,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",Taj Savoy (₹10500/night),Samosa,Ikigai
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",The Carlton (₹8000/night),Samosa,Big Magic
Adventurous,Munbe Vaa,Sillunu Oru Kadhal,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",The Leela (₹15000/night),Pizza,Atomic Habits
Happy,Ullam Urugudhaiya,Minnale,Manali,"Doddabetta Peak, Ooty Lake, Botanical Garden",Sterling Kodai Lake (₹6000/night),Ice Cream,The Alchemist
Adventurous,Munbe Vaa,Minnale,Ooty,"Bryant Park, Coaker's Walk, Pillar Rocks",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,The Alchemist
Calm,Nenjukkul Peidhidum,Vaaranam Aayiram,Goa,"Hadimba Temple, Solang Valley, Rohtang Pass",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,Ikigai
Adventurous,Munbe Vaa,Thani Oruvan,Goa,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,The Alchemist
Happy,Nenjukkul Peidhidum,Thani Oruvan,Munnar,"Solang Valley, Rohtang Pass, Hadimba Temple",Savoy Ooty (₹9000/night),Ice Cream,Big Magic
Adventurous,Nenjukkul Peidhidum,Minnale,Manali,"Aguada Fort, Dudhsagar Falls, Baga Beach",Tea County (₹7000/night),Ice Cream,The Alchemist
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Ooty Lake, Doddabetta Peak, Botanical Garden",The Carlton (₹8000/night),Samosa,Sapiens
Calm,Munbe Vaa,Vaaranam Aayiram,Ooty,"Dudhsagar Falls, Aguada Fort, Baga Beach",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Ikigai
Happy,Munbe Vaa,Thani Oruvan,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Taj Exotica (₹12000/night),Samosa,Sapiens
Calm,Munbe Vaa,Deiva Thirumagal,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",The Leela (₹15000/night),Ice Cream,Ikigai
Romantic,Ullam Urugudhaiya,Sillunu Oru Kadhal,Manali,"Pillar Rocks, Coaker's Walk, Bryant Park",Sterling Kodai Lake (₹6000/night),Samosa,Atomic Habits
Calm,Nenjukkul Peidhidum,Minnale,Ooty,"Dudhsagar Falls, Aguada Fort, Baga Beach",The Leela (₹15000/night),Ice Cream,The Alchemist
Happy,Nenjukkul Peidhidum,Thani Oruvan,Goa,"Kufri, Jakhoo Temple, Mall Road",Taj Savoy (₹10500/night),Samosa,Big Magic
Calm,Nenjukkul Peidhidum,Thani Oruvan,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Span Resort & Spa (₹10000/night),Pizza,Atomic Habits
Happy,Ullam Urugudhaiya,Thani Oruvan,Kodaikanal,"Botanical Garden, Doddabetta Peak, Ooty Lake",Taj Exotica (₹12000/night),Samosa,Ikigai
Calm,Munbe Vaa,Minnale,Goa,"Coaker's Walk, Pillar Rocks, Bryant Park",Taj Exotica (₹12000/night),Pasta,Atomic Habits
Calm,Munbe Vaa,Minnale,Goa,"Coaker's Walk, Pillar Rocks, Bryant Park",Wildflower Hall (₹13000/night),Biryani,Atomic Habits
Romantic,Ullam Urugudhaiya,Deiva Thirumagal,Manali,"Hadimba Temple, Rohtang Pass, Solang Valley",Tea County (₹7000/night),Biryani,The Alchemist
Calm,Nenjukkul Peidhidum,Azhagiya Tamil Magan,Manali,"Solang Valley, Rohtang Pass, Hadimba Temple",Sterling Kodai Lake (₹6000/night),Pizza,Atomic Habits
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Munnar,"Kufri, Jakhoo Temple, Mall Road",Fragrant Nature (₹8500/night),Ice Cream,Ikigai
Romantic,Munbe Vaa,Sillunu Oru Kadhal,Munnar,"Coaker's Walk, Pillar Rocks, Bryant Park",Wildflower Hall (₹13000/night),Biryani,The Alchemist
Calm,Munbe Vaa,Thani Oruvan,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Taj Savoy (₹10500/night),Samosa,Sapiens
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Munnar,"Aguada Fort, Dudhsagar Falls, Baga Beach",Fragrant Nature (₹8500/night),Ice Cream,Ikigai
Happy,Nenjukkul Peidhidum,Thani Oruvan,Manali,"Hadimba Temple, Rohtang Pass, Solang Valley",Tea County (₹7000/night),Pizza,The Alchemist
Adventurous,Ullam Urugudhaiya,Deiva Thirumagal,Munnar,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",Taj Savoy (₹10500/night),Chocolate Ice Cream,Big Magic
Happy,Munbe Vaa,Azhagiya Tamil Magan,Ooty,"Hadimba Temple, Rohtang Pass, Solang Valley",Fragrant Nature (₹8500/night),Samosa,Sapiens
Romantic,Ullam Urugudhaiya,Vaaranam Aayiram,Goa,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Samosa,Atomic Habits
Calm,Ullam Urugudhaiya,Sillunu Oru Kadhal,Ooty,"Hadimba Temple, Solang Valley, Rohtang Pass",Span Resort & Spa (₹10000/night),Ice Cream,Sapiens
Happy,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Savoy Ooty (₹9000/night),Pasta,Big Magic
Happy,Ullam Urugudhaiya,Thani Oruvan,Kodaikanal,"Botanical Garden, Doddabetta Peak, Ooty Lake",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Atomic Habits
Happy,Ullam Urugudhaiya,Minnale,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",The Carlton (₹8000/night),Chocolate Ice Cream,Ikigai
Adventurous,Munbe Vaa,Vaaranam Aayiram,Manali,"Doddabetta Peak, Ooty Lake, Botanical Garden",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Minnale,Manali,"Aguada Fort, Dudhsagar Falls, Baga Beach",Span Resort & Spa (₹10000/night),Ice Cream,Atomic Habits
Calm,Munbe Vaa,Azhagiya Tamil Magan,Goa,"Doddabetta Peak, Botanical Garden, Ooty Lake",Savoy Ooty (₹9000/night),Chocolate Ice Cream,Big Magic
Romantic,Nenjukkul Peidhidum,Thani Oruvan,Goa,"Aguada Fort, Baga Beach, Dudhsagar Falls",Sterling Kodai Lake (₹6000/night),Ice Cream,Ikigai
Calm,Munbe Vaa,Azhagiya Tamil Magan,Kodaikanal,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",The Carlton (₹8000/night),Samosa,Ikigai
Happy,Nenjukkul Peidhidum,Vaaranam Aayiram,Kodaikanal,"Bryant Park, Coaker's Walk, Pillar Rocks",The Leela (₹15000/night),Samosa,The Alchemist
Calm,Ullam Urugudhaiya,Azhagiya Tamil Magan,Kodaikanal,"Kufri, Jakhoo Temple, Mall Road",Sterling Kodai Lake (₹6000/night),Samosa,Ikigai
Adventurous,Ullam Urugudhaiya,Deiva Thirumagal,Munnar,"Doddabetta Peak, Ooty Lake, Botanical Garden",Taj Savoy (₹10500/night),Ice Cream,The Alchemist
Calm,Nenjukkul Peidhidum,Deiva Thirumagal,Kodaikanal,"Botanical Garden, Doddabetta Peak, Ooty Lake",Sterling Kodai Lake (₹6000/night),Pasta,Atomic Habits
Happy,Munbe Vaa,Azhagiya Tamil Magan,Manali,"Kufri, Jakhoo Temple, Mall Road",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Calm,Munbe Vaa,Minnale,Manali,"Aguada Fort, Baga Beach, Dudhsagar Falls",Savoy Ooty (₹9000/night),Samosa,Ikigai
Adventurous,Munbe Vaa,Minnale,Goa,"Hadimba Temple, Solang Valley, Rohtang Pass",Sterling Kodai Lake (₹6000/night),Pizza,Big Magic
Happy,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Dudhsagar Falls, Aguada Fort, Baga Beach",The Leela (₹15000/night),Chocolate Ice Cream,Sapiens
Romantic,Munbe Vaa,Deiva Thirumagal,Shimla,"Coaker's Walk, Bryant Park, Pillar Rocks",Manu Allaya Resort (₹7500/night),Biryani,Atomic Habits
Romantic,Munbe Vaa,Sillunu Oru Kadhal,Munnar,"Bryant Park, Pillar Rocks, Coaker's Walk",Fragrant Nature (₹8500/night),Ice Cream,Big Magic
Romantic,Ullam Urugudhaiya,Minnale,Munnar,"Kufri, Jakhoo Temple, Mall Road",Taj Savoy (₹10500/night),Biryani,Ikigai
Romantic,Munbe Vaa,Thani Oruvan,Manali,"Hadimba Temple, Solang Valley, Rohtang Pass",The Carlton (₹8000/night),Pizza,Ikigai
Calm,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Ice Cream,Ikigai
Romantic,Ullam Urugudhaiya,Thani Oruvan,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Fragrant Nature (₹8500/night),Samosa,Atomic Habits
Calm,Ullam Urugudhaiya,Deiva Thirumagal,Goa,"Mall Road, Kufri, Jakhoo Temple",Span Resort & Spa (₹10000/night),Chocolate Ice Cream,Ikigai
Calm,Nenjukkul Peidhidum,Minnale,Munnar,"Bryant Park, Pillar Rocks, Coaker's Walk",The Carlton (₹8000/night),Pizza,Sapiens
Happy,Ullam Urugudhaiya,Deiva Thirumagal,Manali,"Bryant Park, Coaker's Walk, Pillar Rocks",Savoy Ooty (₹9000/night),Samosa,Sapiens
Adventurous,Nenjukkul Peidhidum,Thani Oruvan,Kodaikanal,"Dudhsagar Falls, Baga Beach, Aguada Fort",Sterling Kodai Lake (₹6000/night),Samosa,Atomic Habits
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Manali,"Bryant Park, Pillar Rocks, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Calm,Ullam Urugudhaiya,Thani Oruvan,Manali,"Mall Road, Kufri, Jakhoo Temple",Tea County (₹7000/night),Pizza,The Alchemist
Romantic,Munbe Vaa,Minnale,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Samosa,Sapiens
Adventurous,Munbe Vaa,Vaaranam Aayiram,Manali,"Botanical Garden, Doddabetta Peak, Ooty Lake",Taj Exotica (₹12000/night),Biryani,Big Magic
Happy,Nenjukkul Peidhidum,Deiva Thirumagal,Ooty,"Tea Gardens, Eravikulam National Park, Mattupetty Dam",Span Resort & Spa (₹10000/night),Biryani,Ikigai
Adventurous,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",Manu Allaya Resort (₹7500/night),Chocolate Ice Cream,The Alchemist
Romantic,Ullam Urugudhaiya,Minnale,Goa,"Aguada Fort, Dudhsagar Falls, Baga Beach",Taj Savoy (₹10500/night),Chocolate Ice Cream,Big Magic
Romantic,Munbe Vaa,Minnale,Shimla,"Hadimba Temple, Solang Valley, Rohtang Pass",Taj Savoy (₹10500/night),Samosa,Atomic Habits
Adventurous,Ullam Urugudhaiya,Azhagiya Tamil Magan,Shimla,"Aguada Fort, Baga Beach, Dudhsagar Falls",Sterling Kodai Lake (₹6000/night),Pasta,Sapiens
Calm,Ullam Urugudhaiya,Vaaranam Aayiram,Kodaikanal,"Coaker's Walk, Bryant Park, Pillar Rocks",Wildflower Hall (₹13000/night),Pizza,Atomic Habits
Romantic,Nenjukkul Peidhidum,Minnale,Ooty,"Mall Road, Kufri, Jakhoo Temple",Span Resort & Spa (₹10000/night),Pasta,Sapiens
Calm,Ullam Urugudhaiya,Minnale,Goa,"Pillar Rocks, Coaker's Walk, Bryant Park",Fragrant Nature (₹8500/night),Samosa,Ikigai
Calm,Nenjukkul Peidhidum,Vaaranam Aayiram,Manali,"Doddabetta Peak, Ooty Lake, Botanical Garden",The Carlton (₹8000/night),Pizza,Atomic Habits
Adventurous,Ullam Urugudhaiya,Minnale,Shimla,"Bryant Park, Pillar Rocks, Coaker's Walk",Taj Exotica (₹12000/night),Chocolate Ice Cream,Ikigai
Adventurous,Munbe Vaa,Minnale,Shimla,"Coaker's Walk, Pillar Rocks, Bryant Park",Taj Exotica (₹12000/night),Samosa,Ikigai
Happy,Munbe Vaa,Vaaranam Aayiram,Ooty,"Bryant Park, Pillar Rocks, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Pizza,Ikigai
Calm,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Sterling Kodai Lake (₹6000/night),Pizza,The Alchemist
Romantic,Munbe Vaa,Thani Oruvan,Goa,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Fragrant Nature (₹8500/night),Ice Cream,Atomic Habits
Calm,Ullam Urugudhaiya,Minnale,Ooty,"Doddabetta Peak, Ooty Lake, Botanical Garden",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Deiva Thirumagal,Munnar,"Mall Road, Kufri, Jakhoo Temple",Taj Savoy (₹10500/night),Chocolate Ice Cream,Atomic Habits
Adventurous,Ullam Urugudhaiya,Thani Oruvan,Shimla,"Kufri, Jakhoo Temple, Mall Road",Savoy Ooty (₹9000/night),Biryani,The Alchemist
Calm,Munbe Vaa,Vaaranam Aayiram,Goa,"Aguada Fort, Baga Beach, Dudhsagar Falls",Span Resort & Spa (₹10000/night),Samosa,Big Magic
Adventurous,Munbe Vaa,Thani Oruvan,Manali,"Doddabetta Peak, Ooty Lake, Botanical Garden",Taj Savoy (₹10500/night),Chocolate Ice Cream,Big Magic
Calm,Munbe Vaa,Sillunu Oru Kadhal,Goa,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",The Leela (₹15000/night),Chocolate Ice Cream,Ikigai
Romantic,Ullam Urugudhaiya,Minnale,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",Fragrant Nature (₹8500/night),Ice Cream,Ikigai
Adventurous,Munbe Vaa,Thani Oruvan,Manali,"Kufri, Jakhoo Temple, Mall Road",Manu Allaya Resort (₹7500/night),Samosa,Ikigai
Adventurous,Munbe Vaa,Thani Oruvan,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Tea County (₹7000/night),Biryani,Ikigai
Happy,Ullam Urugudhaiya,Minnale,Goa,"Aguada Fort, Baga Beach, Dudhsagar Falls",Tea County (₹7000/night),Samosa,Big Magic
Adventurous,Munbe Vaa,Sillunu Oru Kadhal,Ooty,"Coaker's Walk, Pillar Rocks, Bryant Park",Sterling Kodai Lake (₹6000/night),Ice Cream,Ikigai
Calm,Ullam Urugudhaiya,Thani Oruvan,Shimla,"Bryant Park, Coaker's Walk, Pillar Rocks",Taj Exotica (₹12000/night),Ice Cream,Ikigai
Happy,Ullam Urugudhaiya,Minnale,Shimla,"Doddabetta Peak, Ooty Lake, Botanical Garden",The Carlton (₹8000/night),Biryani,Big Magic
Happy,Munbe Vaa,Azhagiya Tamil Magan,Kodaikanal,"Solang Valley, Rohtang Pass, Hadimba Temple",Sterling Kodai Lake (₹6000/night),Ice Cream,Atomic Habits
Adventurous,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Hadimba Temple, Rohtang Pass, Solang Valley",Span Resort & Spa (₹10000/night),Pizza,Atomic Habits
Adventurous,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Manali,"Coaker's Walk, Pillar Rocks, Bryant Park",The Leela (₹15000/night),Ice Cream,Atomic Habits
Happy,Munbe Vaa,Thani Oruvan,Kodaikanal,"Aguada Fort, Baga Beach, Dudhsagar Falls",Manu Allaya Resort (₹7500/night),Samosa,Ikigai
Calm,Ullam Urugudhaiya,Sillunu Oru Kadhal,Shimla,"Doddabetta Peak, Ooty Lake, Botanical Garden",The Carlton (₹8000/night),Pasta,Sapiens
Happy,Ullam Urugudhaiya,Minnale,Kodaikanal,"Tea Gardens, Mattupetty Dam, Eravikulam National Park",Sterling Kodai Lake (₹6000/night),Pizza,Big Magic
Happy,Munbe Vaa,Sillunu Oru Kadhal,Kodaikanal,"Kufri, Jakhoo Temple, Mall Road",Sterling Kodai Lake (₹6000/night),Pizza,The Alchemist
Happy,Ullam Urugudhaiya,Minnale,Goa,"Solang Valley, Rohtang Pass, Hadimba Temple",Span Resort & Spa (₹10000/night),Biryani,Sapiens
Adventurous,Nenjukkul Peidhidum,Vaaranam Aayiram,Goa,"Hadimba Temple, Solang Valley, Rohtang Pass",Savoy Ooty (₹9000/night),Pizza,Atomic Habits
Calm,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Hadimba Temple, Solang Valley, Rohtang Pass",Taj Exotica (₹12000/night),Samosa,Sapiens
Adventurous,Munbe Vaa,Deiva Thirumagal,Manali,"Bryant Park, Coaker's Walk, Pillar Rocks",Sterling Kodai Lake (₹6000/night),Ice Cream,Sapiens
Happy,Munbe Vaa,Thani Oruvan,Munnar,"Dudhsagar Falls, Aguada Fort, Baga Beach",Savoy Ooty (₹9000/night),Ice Cream,Atomic Habits
Calm,Munbe Vaa,Deiva Thirumagal,Goa,"Doddabetta Peak, Ooty Lake, Botanical Garden",Taj Exotica (₹12000/night),Ice Cream,Sapiens
Happy,Munbe Vaa,Vaaranam Aayiram,Manali,"Eravikulam National Park, Mattupetty Dam, Tea Gardens",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,Big Magic
Romantic,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Mall Road, Kufri, Jakhoo Temple",Sterling Kodai Lake (₹6000/night),Pasta,Big Magic
Happy,Munbe Vaa,Deiva Thirumagal,Manali,"Doddabetta Peak, Botanical Garden, Ooty Lake",Span Resort & Spa (₹10000/night),Biryani,Atomic Habits
Happy,Munbe Vaa,Thani Oruvan,Goa,"Coaker's Walk, Bryant Park, Pillar Rocks",Fragrant Nature (₹8500/night),Chocolate Ice Cream,Sapiens
Happy,Ullam Urugudhaiya,Vaaranam Aayiram,Manali,"Ooty Lake, Doddabetta Peak, Botanical Garden",The Leela (₹15000/night),Pizza,Sapiens
Romantic,Nenjukkul Peidhidum,Vaaranam Aayiram,Goa,"Pillar Rocks, Coaker's Walk, Bryant Park",Taj Savoy (₹10500/night),Samosa,Sapiens
Romantic,Ullam Urugudhaiya,Azhagiya Tamil Magan,Kodaikanal,"Ooty Lake, Doddabetta Peak, Botanical Garden",Fragrant Nature (₹8500/night),Pizza,Big Magic
Calm,Nenjukkul Peidhidum,Minnale,Kodaikanal,"Dudhsagar Falls, Aguada Fort, Baga Beach",Span Resort & Spa (₹10000/night),Pizza,Atomic Habits
Romantic,Munbe Vaa,Thani Oruvan,Ooty,"Bryant Park, Pillar Rocks, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Pasta,Ikigai
Romantic,Ullam Urugudhaiya,Sillunu Oru Kadhal,Kodaikanal,"Bryant Park, Pillar Rocks, Coaker's Walk",Savoy Ooty (₹9000/night),Samosa,Ikigai
Romantic,Munbe Vaa,Sillunu Oru Kadhal,Goa,"Dudhsagar Falls, Baga Beach, Aguada Fort",Span Resort & Spa (₹10000/night),Samosa,Sapiens
Calm,Ullam Urugudhaiya,Azhagiya Tamil Magan,Kodaikanal,"Aguada Fort, Dudhsagar Falls, Baga Beach",Fragrant Nature (₹8500/night),Chocolate Ice Cream,Ikigai
Happy,Munbe Vaa,Sillunu Oru Kadhal,Ooty,"Dudhsagar Falls, Baga Beach, Aguada Fort",Manu Allaya Resort (₹7500/night),Pasta,Atomic Habits
Happy,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Mall Road, Kufri, Jakhoo Temple",Wildflower Hall (₹13000/night),Ice Cream,Ikigai
Calm,Munbe Vaa,Deiva Thirumagal,Kodaikanal,"Baga Beach, Aguada Fort, Dudhsagar Falls",Sterling Kodai Lake (₹6000/night),Ice Cream,Atomic Habits
Adventurous,Nenjukkul Peidhidum,Thani Oruvan,Kodaikanal,"Aguada Fort, Baga Beach, Dudhsagar Falls",Manu Allaya Resort (₹7500/night),Pasta,Ikigai
Calm,Munbe Vaa,Vaaranam Aayiram,Kodaikanal,"Solang Valley, Rohtang Pass, Hadimba Temple",Fragrant Nature (₹8500/night),Pizza,The Alchemist
Adventurous,Ullam Urugudhaiya,Sillunu Oru Kadhal,Kodaikanal,"Coaker's Walk, Pillar Rocks, Bryant Park",Wildflower Hall (₹13000/night),Pizza,Big Magic
Adventurous,Munbe Vaa,Sillunu Oru Kadhal,Munnar,"Coaker's Walk, Pillar Rocks, Bryant Park",The Carlton (₹8000/night),Ice Cream,Ikigai
Calm,Munbe Vaa,Vaaranam Aayiram,Shimla,"Bryant Park, Pillar Rocks, Coaker's Walk",Sterling Kodai Lake (₹6000/night),Chocolate Ice Cream,The Alchemist
Romantic,Nenjukkul Peidhidum,Minnale,Ooty,"Coaker's Walk, Pillar Rocks, Bryant Park",Taj Savoy (₹10500/night),Samosa,Atomic Habits
Adventurous,Munbe Vaa,Minnale,Goa,"Bryant Park, Pillar Rocks, Coaker's Walk",Taj Exotica (₹12000/night),Ice Cream,Atomic Habits
Happy,Nenjukkul Peidhidum,Sillunu Oru Kadhal,Goa,"Dudhsagar Falls, Baga Beach, Aguada Fort",Sterling Kodai Lake (₹6000/night),Biryani,Ikigai
Adventurous,Munbe Vaa,Sillunu Oru Kadhal,Goa,"Solang Valley, Rohtang Pass, Hadimba Temple",Sterling Kodai Lake (₹6000/night),Ice Cream,Atomic Habits
Calm,Munbe Vaa,Sillunu Oru Kadhal,Ooty,"Hadimba Temple, Solang Valley, Rohtang Pass",The Leela (₹15000/night),Ice Cream,Ikigai
